pfamA_acc	clan_acc	clan_id	pfamA_id	description
PF12513	NULL	NULL	SUV3_C	Mitochondrial degradasome RNA helicase subunit C terminal
PF12514	NULL	NULL	DUF3718	Protein of unknown function (DUF3718)
PF12515	NULL	NULL	CaATP_NAI	Ca2+-ATPase N terminal autoinhibitory domain
PF12516	NULL	NULL	DUF3719	Protein of unknown function (DUF3719)
PF12517	NULL	NULL	DUF3720	Protein of unknown function (DUF3720) 
PF12518	NULL	NULL	DUF3721	Protein of unknown function
PF12519	CL0193	MBB	MDM10	Mitochondrial distribution and morphology protein 10
PF12520	NULL	NULL	DUF3723	Protein of unknown function (DUF3723) 
PF12521	NULL	NULL	DUF3724	Protein of unknown function (DUF3724) 
PF12522	NULL	NULL	UL73_N	Cytomegalovirus glycoprotein N terminal
PF12523	NULL	NULL	DUF3725	Protein of unknown function (DUF3725)
PF12524	NULL	NULL	GlyL_C	dsDNA virus glycoprotein L C terminal 
PF12525	NULL	NULL	DUF3726	Protein of unknown function (DUF3726) 
PF12526	NULL	NULL	DUF3729	Protein of unknown function (DUF3729) 
PF12527	NULL	NULL	DUF3727	Protein of unknown function (DUF3727) 
PF12528	NULL	NULL	T2SSppdC	Type II secretion prepilin peptidase dependent protein C
PF12529	NULL	NULL	Xylo_C	Xylosyltransferase C terminal 
PF12530	CL0020	TPR	DUF3730	Focadhesin/RST1, DUF3730
PF12531	NULL	NULL	DUF3731	DNA-K related protein 
PF12532	NULL	NULL	DUF3732	Protein of unknown function (DUF3732)
PF12533	NULL	NULL	Neuro_bHLH	Neuronal helix-loop-helix transcription factor 
PF12534	CL0375	Transporter	Pannexin_like	Pannexin-like TM region of LRRC8
PF12535	NULL	NULL	Nudix_N	Hydrolase of X-linked nucleoside diphosphate N terminal 
PF12536	NULL	NULL	DUF3734	Patatin phospholipase 
PF12537	NULL	NULL	GPHR_N	The Golgi pH Regulator (GPHR) Family N-terminal
PF12538	CL0357	SMAD-FHA	FtsK_SpoIIIE_N	DNA transporter 
PF12539	NULL	NULL	Csm1	Chromosome segregation protein Csm1/Pcs1
PF12540	NULL	NULL	DUF3736	Protein of unknown function (DUF3736)
PF12541	CL0268	Pec_lyase-like	DUF3737	Protein of unknown function (DUF3737) 
PF12542	NULL	NULL	CWC25	Pre-mRNA splicing factor
PF12543	NULL	NULL	DUF3738	Protein of unknown function (DUF3738)
PF12544	NULL	NULL	LAM_C	Lysine-2,3-aminomutase 
PF12545	NULL	NULL	DUF3739	Filamentous haemagglutinin family outer membrane protein
PF12546	NULL	NULL	Cryptochrome_C	Blue/Ultraviolet sensing protein C terminal
PF12547	NULL	NULL	ATXN-1_C	Ataxin-1 like family
PF12548	NULL	NULL	DUF3740	Sulfatase protein
PF12549	NULL	NULL	TOH_N	Tyrosine hydroxylase N terminal 
PF12550	NULL	NULL	GCR1_C	Transcriptional activator of glycolytic enzymes
PF12551	NULL	NULL	PHBC_N	Poly-beta-hydroxybutyrate polymerase N terminal
PF12552	NULL	NULL	DUF3741	Protein of unknown function (DUF3741)
PF12553	NULL	NULL	DUF3742	Protein of unknown function (DUF3742)
PF12554	NULL	NULL	MOZART1	Mitotic-spindle organizing gamma-tubulin ring associated
PF12555	NULL	NULL	TPPK_C	Thiamine pyrophosphokinase C terminal
PF12556	NULL	NULL	CobS_N	Cobaltochelatase CobS subunit N terminal 
PF12557	NULL	NULL	Co_AT_N	Cob(I)alamin adenosyltransferase N terminal 
PF12558	NULL	NULL	DUF3744	ATP-binding cassette cobalt transporter
PF12559	NULL	NULL	Inhibitor_I10	Serine endopeptidase inhibitors
PF12560	NULL	NULL	RAG1_imp_bd	RAG1 importin binding
PF12561	NULL	NULL	TagA	ToxR activated gene A lipoprotein domain
PF12562	NULL	NULL	DUF3746	Protein of unknown function (DUF3746)
PF12563	CL0636	Leukocidin	Hemolysin_N	Hemolytic toxin N terminal
PF12564	NULL	NULL	TypeIII_RM_meth	Type III restriction/modification enzyme methylation subunit
PF12565	NULL	NULL	DUF3747	Protein of unknown function (DUF3747)
PF12566	CL0186	Beta_propeller	DUF3748	Protein of unknown function (DUF3748)
PF12567	CL0159	E-set	CD45	Leukocyte receptor CD45
PF12568	CL0257	Acetyltrans	PanZ	Acetyltransferase (GNAT) domain, PanZ
PF12569	CL0020	TPR	NatA_aux_su	N-terminal acetyltransferase A, auxiliary subunit
PF12570	NULL	NULL	DUF3750	Protein of unknown function (DUF3750)
PF12571	NULL	NULL	DUF3751	Phage tail-collar fibre protein
PF12572	NULL	NULL	DUF3752	Protein of unknown function (DUF3752)
PF12573	NULL	NULL	OxoDH_E1alpha_N	2-oxoisovalerate dehydrogenase E1 alpha subunit N terminal
PF12574	NULL	NULL	120_Rick_ant	120 KDa Rickettsia surface antigen
PF12575	NULL	NULL	Pox_EPC_I2-L1	Poxvirus entry protein complex L1 and I2
PF12576	NULL	NULL	DUF3754	Protein of unknown function (DUF3754)
PF12577	NULL	NULL	PPARgamma_N	PPAR gamma N-terminal region
PF12578	NULL	NULL	3-PAP	Myotubularin-associated protein
PF12579	NULL	NULL	DUF3755	Protein of unknown function (DUF3755)
PF12580	CL0159	E-set	TPPII	Tripeptidyl peptidase II 
PF12581	NULL	NULL	DUF3756	Protein of unknown function (DUF3756)
PF12582	NULL	NULL	DUF3757	Protein of unknown function (DUF3757)
PF12583	NULL	NULL	TPPII_N	Tripeptidyl peptidase II N terminal
PF12584	CL0212	SNARE	TRAPPC10	Trafficking protein particle complex subunit 10, TRAPPC10
PF12585	NULL	NULL	DUF3759	Protein of unknown function (DUF3759)
PF12586	NULL	NULL	DUF3760	Protein of unknown function (DUF3760)
PF12587	NULL	NULL	DUF3761	Protein of unknown function (DUF3761)
PF12588	NULL	NULL	PSDC	Phophatidylserine decarboxylase 
PF12589	NULL	NULL	WBS_methylT	Methyltransferase involved in Williams-Beuren syndrome
PF12590	NULL	NULL	Acyl-thio_N	Acyl-ATP thioesterase
PF12591	NULL	NULL	DUF3762	Protein of unknown function (DUF3762)
PF12592	NULL	NULL	ATPase_RavA_C	ATPase, RavA, C-terminal
PF12593	NULL	NULL	McyA_C	Microcystin synthetase C terminal
PF12594	NULL	NULL	DUF3764	Protein of unknown function (DUF3764)
PF12595	NULL	NULL	Rhomboid_SP	Rhomboid serine protease
PF12596	NULL	NULL	Tnp_P_element_C	87kDa Transposase
PF12597	NULL	NULL	Cox20	Cytochrome c oxidase assembly protein COX20
PF12598	NULL	NULL	TBX	T-box transcription factor
PF12599	NULL	NULL	DUF3768	Protein of unknown function (DUF3768)
PF12600	CL0193	MBB	DUF3769	Protein of unknown function (DUF3769)
PF12601	NULL	NULL	Rubi_NSP_C	Rubivirus non-structural protein
PF12602	NULL	NULL	FinO_N	Fertility inhibition protein N terminal
PF12603	NULL	NULL	DUF3770	Protein of unknown function (DUF3770)
PF12604	CL0187	LysM	gp37_C	Tail fibre protein gp37 C terminal
PF12605	NULL	NULL	CK1gamma_C	Casein kinase 1 gamma C terminal
PF12606	NULL	NULL	RELT	Tumour necrosis factor receptor superfamily member 19
PF12607	NULL	NULL	DUF3772	Protein of unknown function (DUF3772)
PF12608	NULL	NULL	T4bSS_IcmS	Type IVb secretion, IcmS, effector-recruitment
PF12609	NULL	NULL	DUF3774	Wound-induced protein
PF12610	NULL	NULL	SOCS	Suppressor of cytokine signalling
PF12611	NULL	NULL	Flagellar_put	Putative flagellar 
PF12612	NULL	NULL	TFCD_C	Tubulin folding cofactor D C terminal
PF12613	NULL	NULL	FliC_SP	Flagellin structural protein
PF12614	NULL	NULL	RRF_GI	Ribosome recycling factor 
PF12615	NULL	NULL	TraD_N	F sex factor protein N terminal
PF12616	NULL	NULL	DUF3775	Protein of unknown function (DUF3775)
PF12617	NULL	NULL	LdpA_C	Iron-Sulfur binding protein C terminal
PF12618	NULL	NULL	DUF3776	Protein of unknown function (DUF3776)
PF12619	NULL	NULL	MCM2_N	Mini-chromosome maintenance protein 2
PF12620	NULL	NULL	DUF3778	Protein of unknown function (DUF3778)
PF12621	NULL	NULL	PHM7_ext	Extracellular tail, of 10TM putative phosphate transporter
PF12622	NULL	NULL	NpwBP	mRNA biogenesis factor
PF12623	NULL	NULL	Hen1_L	RNA repair, ligase-Pnkp-associating, region of Hen1
PF12624	NULL	NULL	Chorein_N	N-terminal region of Chorein or VPS13
PF12625	NULL	NULL	Arabinose_bd	Arabinose-binding domain of AraC transcription regulator, N-term
PF12626	NULL	NULL	PolyA_pol_arg_C	Polymerase A arginine-rich C-terminus
PF12627	NULL	NULL	PolyA_pol_RNAbd	Probable RNA and SrmB- binding site of polymerase A
PF12628	CL0159	E-set	Inhibitor_I71	Falstatin, cysteine peptidase inhibitor
PF12629	NULL	NULL	Pox_polyA_pol_C	Poxvirus poly(A) polymerase C-terminal domain
PF12630	NULL	NULL	Pox_polyA_pol_N	Poxvirus poly(A) polymerase N-terminal domain
PF12631	NULL	NULL	MnmE_helical	MnmE helical domain
PF12632	NULL	NULL	Vezatin	Mysoin-binding motif of peroxisomes
PF12633	CL0260	NTP_transf	Adenyl_cycl_N	Adenylate cyclase NT domain
PF12634	CL0266	PH	Inp1	Inheritance of peroxisomes protein 1
PF12635	NULL	NULL	DUF3780	Protein of unknown function (DUF3780)
PF12636	NULL	NULL	DUF3781	Protein of unknown function (DUF3781)
PF12637	NULL	NULL	TSCPD	TSCPD domain
PF12638	NULL	NULL	Staygreen	Staygreen protein
PF12639	CL0263	His-Me_finger	Colicin-DNase	DNase/tRNase domain of colicin-like bacteriocin
PF12640	CL0302	Arginase	UPF0489	UPF0489 domain
PF12641	CL0042	Flavoprotein	Flavodoxin_3	Flavodoxin domain
PF12642	CL0051	NTF2	TpcC	Conjugative transposon protein TcpC
PF12643	CL0231	MazG	MazG-like	MazG-like family
PF12644	NULL	NULL	DUF3782	Protein of unknown function (DUF3782)
PF12645	CL0123	HTH	HTH_16	Helix-turn-helix domain
PF12646	NULL	NULL	DUF3783	Domain of unknown function (DUF3783)
PF12647	NULL	NULL	RNHCP	RNHCP domain
PF12648	NULL	NULL	TcpE	TcpE family
PF12650	CL0447	Hypoth_1	DUF3784	Domain of unknown function (DUF3784)
PF12651	CL0057	Met_repress	RHH_3	Ribbon-helix-helix domain
PF12652	NULL	NULL	CotJB	CotJB protein
PF12653	NULL	NULL	DUF3785	Protein of unknown function (DUF3785)
PF12654	NULL	NULL	DUF3786	Domain of unknown function (DUF3786)
PF12655	NULL	NULL	DUF3787	Domain of unknown function (DUF3787)
PF12656	CL0449	G-PATCH	G-patch_2	G-patch domain
PF12657	NULL	NULL	TFIIIC_delta	Transcription factor IIIC subunit delta N-term
PF12658	CL0021	OB	Ten1	Telomere capping, CST complex subunit
PF12659	CL0123	HTH	Stn1_C	Telomere capping C-terminal wHTH
PF12660	NULL	NULL	zf-TFIIIC	Putative zinc-finger of transcription factor IIIC complex
PF12661	CL0001	EGF	hEGF	Human growth factor-like EGF
PF12662	CL0001	EGF	cEGF	Complement Clr-like EGF-like
PF12663	NULL	NULL	DUF3788	Protein of unknown function (DUF3788)
PF12664	NULL	NULL	DUF3789	Protein of unknown function (DUF3789)
PF12666	NULL	NULL	PrgI	PrgI family protein
PF12667	CL0021	OB	NigD_N	NigD-like N-terminal OB domain
PF12668	NULL	NULL	DUF3791	Protein of unknown function (DUF3791)
PF12669	NULL	NULL	FeoB_associated	FeoB-associated Cys-rich membrane protein
PF12670	NULL	NULL	DUF3792	Protein of unknown function (DUF3792)
PF12671	CL0125	Peptidase_CA	Amidase_6	Putative amidase domain
PF12672	NULL	NULL	DUF3793	Protein of unknown function (DUF3793)
PF12673	NULL	NULL	DUF3794	Domain of unknown function (DUF3794)
PF12674	NULL	NULL	Zn_ribbon_2	Putative zinc ribbon domain
PF12675	NULL	NULL	DUF3795	Protein of unknown function (DUF3795)
PF12676	NULL	NULL	DUF3796	Protein of unknown function (DUF3796)
PF12677	NULL	NULL	DUF3797	Domain of unknown function (DUF3797)
PF12678	CL0229	RING	zf-rbx1	RING-H2 zinc finger domain
PF12679	CL0181	ABC-2	ABC2_membrane_2	ABC-2 family transporter protein
PF12680	CL0051	NTF2	SnoaL_2	SnoaL-like domain
PF12681	CL0104	Glyoxalase	Glyoxalase_2	Glyoxalase-like domain
PF12682	CL0042	Flavoprotein	Flavodoxin_4	Flavodoxin
PF12683	CL0144	Periplas_BP	DUF3798	Protein of unknown function (DUF3798)
PF12684	CL0236	PDDEXK	DUF3799	PDDEXK-like domain of unknown function (DUF3799)
PF12685	NULL	NULL	SpoIIIAH	SpoIIIAH-like protein
PF12686	NULL	NULL	DUF3800	Protein of unknown function (DUF3800)
PF12687	NULL	NULL	DUF3801	Protein of unknown function (DUF3801)
PF12688	CL0020	TPR	TPR_5	Tetratrico peptide repeat
PF12689	CL0137	HAD	Acid_PPase	Acid Phosphatase
PF12690	CL0159	E-set	BsuPI	Intracellular proteinase inhibitor
PF12691	CL0691	Phage_tail_2	Minor_capsid_3	Bacteriophage minor capsid protein
PF12692	CL0063	NADP_Rossmann	Methyltransf_17	S-adenosyl-L-methionine methyltransferase
PF12693	CL0331	EpsM	GspL_C	GspL periplasmic domain
PF12694	CL0349	SLOG	cpYpsA	Circularly permutated YpsA SLOG family
PF12695	CL0028	AB_hydrolase	Abhydrolase_5	Alpha/beta hydrolase family
PF12696	CL0023	P-loop_NTPase	TraG-D_C	TraM recognition site of TraD and TraG
PF12697	CL0028	AB_hydrolase	Abhydrolase_6	Alpha/beta hydrolase family
PF12698	CL0181	ABC-2	ABC2_membrane_3	ABC-2 family transporter protein
PF12699	NULL	NULL	phiKZ_IP	phiKZ-like phage internal head proteins
PF12700	CL0105	Hybrid	HlyD_2	HlyD family secretion protein
PF12701	CL0527	Sm-like	LSM14	Scd6-like Sm domain
PF12702	CL0116	Calycin	Lipocalin_3	Lipocalin-like
PF12703	NULL	NULL	ptaRNA1_toxin	Toxin of toxin-antitoxin type 1 system
PF12704	NULL	NULL	MacB_PCD	MacB-like periplasmic core domain
PF12705	CL0236	PDDEXK	PDDEXK_1	PD-(D/E)XK nuclease superfamily
PF12706	CL0381	Metallo-HOrase	Lactamase_B_2	Beta-lactamase superfamily domain
PF12707	CL0051	NTF2	DUF3804	Protein of unknown function (DUF3804)
PF12708	CL0268	Pec_lyase-like	Pectate_lyase_3	Pectate lyase superfamily protein
PF12709	CL0679	TACC	Fungal_TACC	Fungal Transforming acidic coiled-coil (TACC) proteins
PF12710	CL0137	HAD	HAD	haloacid dehalogenase-like hydrolase
PF12712	CL0619	Mog1p_PsbP	DUF3805	Domain of unknown function (DUF3805)
PF12713	NULL	NULL	DUF3806	Domain of unknown function (DUF3806)
PF12714	CL0451	FnI-like	TILa	TILa domain
PF12715	CL0028	AB_hydrolase	Abhydrolase_7	Abhydrolase family
PF12716	NULL	NULL	Apq12	Nuclear pore assembly and biogenesis
PF12717	CL0020	TPR	Cnd1	non-SMC mitotic condensation complex subunit 1
PF12718	CL0452	Tropomyosin-lke	Tropomyosin_1	Tropomyosin like
PF12719	CL0020	TPR	Cnd3	Nuclear condensing complex subunits, C-term domain
PF12720	NULL	NULL	DUF3807	Protein of unknown function (DUF3807)
PF12721	NULL	NULL	RHIM	RIP homotypic interaction motif
PF12722	CL0456	Golgi_traff	Hid1	High-temperature-induced dauer-formation protein
PF12723	NULL	NULL	DUF3809	Protein of unknown function (DUF3809)
PF12724	CL0042	Flavoprotein	Flavodoxin_5	Flavodoxin domain
PF12725	CL0126	Peptidase_MA	DUF3810	Protein of unknown function (DUF3810)
PF12726	NULL	NULL	SEN1_N	SEN1 N terminal
PF12727	CL0177	PBP	PBP_like	PBP superfamily domain
PF12728	CL0123	HTH	HTH_17	Helix-turn-helix domain
PF12729	CL0457	4HB_MCP	4HB_MCP_1	Four helix bundle sensory module for signal transduction
PF12730	CL0181	ABC-2	ABC2_membrane_4	ABC-2 family transporter protein
PF12731	NULL	NULL	Mating_N	Mating-type protein beta 1
PF12732	NULL	NULL	YtxH	YtxH-like protein
PF12733	CL0159	E-set	Cadherin-like	Cadherin-like beta sandwich domain
PF12734	NULL	NULL	CYSTM	Cysteine-rich TM module stress tolerance
PF12735	NULL	NULL	Trs65	TRAPP trafficking subunit Trs65
PF12736	NULL	NULL	CABIT	Cell-cycle sustaining, positive selection, 
PF12737	NULL	NULL	Mating_C	C-terminal domain of homeodomain 1
PF12738	CL0459	BRCT-like	PTCB-BRCT	twin BRCT domain
PF12739	NULL	NULL	TRAPPC-Trs85	ER-Golgi trafficking TRAPP I complex 85 kDa subunit
PF12740	CL0028	AB_hydrolase	Chlorophyllase2	Chlorophyllase enzyme
PF12741	CL0020	TPR	SusD-like	Susd and RagB outer membrane lipoprotein 
PF12742	CL0212	SNARE	Gryzun-like	Gryzun, putative Golgi trafficking
PF12743	NULL	NULL	ESR1_C	Oestrogen-type nuclear receptor final C-terminal 
PF12744	CL0159	E-set	ATG19	Autophagy protein Atg19, Atg8-binding
PF12745	CL0458	IIaaRS-ABD	HGTP_anticodon2	Anticodon binding domain of tRNAs
PF12746	CL0257	Acetyltrans	GNAT_acetyltran	GNAT acetyltransferase
PF12747	NULL	NULL	DdrB	DdrB-like protein
PF12749	CL0461	Metallothionein	Metallothio_Euk	Eukaryotic metallothionein
PF12750	CL0690	TrbC_VirB2	Maff2	Maff2 family
PF12751	NULL	NULL	Vac7	Vacuolar segregation subunit 7
PF12752	NULL	NULL	SUZ	SUZ domain
PF12753	CL0020	TPR	Nro1	Nuclear pore complex subunit Nro1
PF12754	CL0072	Ubiquitin	Blt1	Blt1 N-terminal domain
PF12755	CL0020	TPR	Vac14_Fab1_bd	Vacuolar 14 Fab1-binding region
PF12756	CL0361	C2H2-zf	zf-C2H2_2	C2H2 type zinc-finger (2 copies)
PF12757	NULL	NULL	Eisosome1	Eisosome protein 1 
PF12758	NULL	NULL	DUF3813	Protein of unknown function (DUF3813)
PF12759	CL0123	HTH	HTH_Tnp_IS1	InsA C-terminal domain
PF12760	CL0167	Zn_Beta_Ribbon	Zn_Tnp_IS1595	Transposase zinc-ribbon domain
PF12761	NULL	NULL	End3	Actin cytoskeleton-regulatory complex protein END3
PF12762	CL0219	RNase_H	DDE_Tnp_IS1595	ISXO2-like transposase domain
PF12763	CL0220	EF_hand	EF-hand_4	Cytoskeletal-regulatory complex EF hand
PF12764	NULL	NULL	Gly-rich_Ago1	Glycine-rich region of argonaut
PF12765	CL0020	TPR	Cohesin_HEAT	HEAT repeat associated with sister chromatid cohesion
PF12766	CL0336	FMN-binding	Pyridox_oxase_2	Pyridoxamine 5'-phosphate oxidase
PF12767	NULL	NULL	SAGA-Tad1	Transcriptional regulator of RNA polII, SAGA, subunit
PF12768	NULL	NULL	Rax2	Cortical protein marker for cell polarity
PF12769	NULL	NULL	PNTB_4TM	4TM region of pyridine nucleotide transhydrogenase, mitoch
PF12770	CL0093	Peptidase_CD	CHAT	CHAT domain
PF12771	CL0020	TPR	SusD-like_2	Starch-binding associating with outer membrane
PF12772	NULL	NULL	GHBP	Growth hormone receptor binding
PF12773	CL0167	Zn_Beta_Ribbon	DZR	Double zinc ribbon
PF12774	CL0023	P-loop_NTPase	AAA_6	Hydrolytic ATP binding site of dynein motor region
PF12775	CL0023	P-loop_NTPase	AAA_7	P-loop containing dynein motor region
PF12776	CL0123	HTH	Myb_DNA-bind_3	Myb/SANT-like DNA-binding domain
PF12777	NULL	NULL	MT	Microtubule-binding stalk of dynein motor
PF12778	NULL	NULL	PXPV	PXPV repeat (3 copies)
PF12779	NULL	NULL	WXXGXW	WXXGXW repeat (2 copies)
PF12780	CL0023	P-loop_NTPase	AAA_8	P-loop containing dynein motor region D4
PF12781	CL0023	P-loop_NTPase	AAA_9	ATP-binding dynein motor region
PF12783	NULL	NULL	Sec7_N	Guanine nucleotide exchange factor in Golgi transport N-terminal
PF12784	CL0236	PDDEXK	PDDEXK_2	PD-(D/E)XK nuclease family transposase
PF12785	NULL	NULL	VESA1_N	Variant erythrocyte surface antigen-1
PF12786	NULL	NULL	GBV-C_env	GB virus C genotype envelope
PF12787	NULL	NULL	EcsC	EcsC protein family
PF12788	NULL	NULL	YmaF	YmaF family
PF12789	NULL	NULL	PTR	Phage tail repeat like
PF12790	CL0287	Transthyretin	T6SS-SciN	Type VI secretion lipoprotein, VasD, EvfM, TssJ, VC_A0113
PF12791	NULL	NULL	RsgI_N	Anti-sigma factor N-terminus
PF12792	NULL	NULL	CSS-motif	CSS motif domain associated with EAL 
PF12793	CL0123	HTH	SgrR_N	Sugar transport-related sRNA regulator N-term
PF12794	NULL	NULL	MscS_TM	Mechanosensitive ion channel inner membrane domain 1
PF12795	NULL	NULL	MscS_porin	Mechanosensitive ion channel porin domain
PF12796	CL0465	Ank	Ank_2	Ankyrin repeats (3 copies)
PF12797	CL0344	4Fe-4S	Fer4_2	4Fe-4S binding domain
PF12798	CL0344	4Fe-4S	Fer4_3	4Fe-4S binding domain
PF12799	CL0022	LRR	LRR_4	Leucine Rich repeats (2 copies)
PF12800	CL0344	4Fe-4S	Fer4_4	4Fe-4S binding domain
PF12801	CL0344	4Fe-4S	Fer4_5	4Fe-4S binding domain
PF12802	CL0123	HTH	MarR_2	MarR family
PF12803	NULL	NULL	G-7-MTase	mRNA (guanine-7-)methyltransferase (G-7-MTase)
PF12804	CL0110	GT-A	NTP_transf_3	MobA-like NTP transferase domain
PF12805	CL0307	FUSC	FUSC-like	FUSC-like inner membrane protein yccS
PF12806	NULL	NULL	Acyl-CoA_dh_C	Acetyl-CoA dehydrogenase C-terminal like
PF12807	NULL	NULL	eIF3_p135	Translation initiation factor eIF3 subunit 135
PF12808	NULL	NULL	Mto2_bdg	Micro-tubular organiser Mto1 C-term Mto2-binding region
PF12809	CL0461	Metallothionein	Metallothi_Euk2	Eukaryotic metallothionein
PF12810	NULL	NULL	Gly_rich	Glycine rich protein
PF12811	CL0453	Apoptosis-Inhib	BaxI_1	Bax inhibitor 1 like 
PF12812	CL0466	PDZ-like	PDZ_1	PDZ-like domain
PF12813	CL0464	5_3_exonuc_C	XPG_I_2	XPG domain containing
PF12814	CL0266	PH	Mcp5_PH	Meiotic cell cortex C-terminal pleckstrin homology
PF12815	CL0462	TPA-repeat	CTD	Spt5 C-terminal nonapeptide repeat binding Spt4
PF12816	NULL	NULL	Vps8	Golgi CORVET complex core vacuolar protein 8
PF12818	NULL	NULL	Tegument_dsDNA	dsDNA viral tegument protein
PF12819	CL0202	GBD	Malectin_like	Malectin-like domain
PF12820	NULL	NULL	BRCT_assoc	Serine-rich domain associated with BRCT
PF12821	CL0470	ThrE	ThrE_2	Threonine/Serine exporter, ThrE
PF12822	CL0315	Gx_transp	ECF_trnsprt	ECF transporter, substrate-specific component
PF12823	NULL	NULL	DUF3817	Domain of unknown function (DUF3817)
PF12824	CL0123	HTH	MRP-L20	Mitochondrial ribosomal protein subunit L20
PF12825	NULL	NULL	DUF3818	Domain of unknown function in PX-proteins (DUF3818)
PF12826	CL0198	HHH	HHH_2	Helix-hairpin-helix motif
PF12827	NULL	NULL	Peroxin-22	Peroxisomal biogenesis protein family
PF12828	NULL	NULL	PXB	PX-associated
PF12829	NULL	NULL	Mhr1	Transcriptional regulation of mitochondrial recombination
PF12830	CL0020	TPR	Nipped-B_C	Sister chromatid cohesion C-terminus
PF12831	CL0063	NADP_Rossmann	FAD_oxidored	FAD dependent oxidoreductase
PF12832	CL0015	MFS	MFS_1_like	MFS_1 like family
PF12833	CL0123	HTH	HTH_18	Helix-turn-helix domain
PF12834	CL0469	l-integrase_N	Phage_int_SAM_2	Phage integrase, N-terminal
PF12835	CL0382	DNA-mend	Integrase_1	Integrase
PF12836	CL0198	HHH	HHH_3	Helix-hairpin-helix motif
PF12837	CL0344	4Fe-4S	Fer4_6	4Fe-4S binding domain
PF12838	CL0344	4Fe-4S	Fer4_7	4Fe-4S dicluster domain
PF12840	CL0123	HTH	HTH_20	Helix-turn-helix domain
PF12841	NULL	NULL	YvrJ	YvrJ protein family
PF12842	NULL	NULL	DUF3819	CCR4-Not complex, Not1 subunit, domain of unknown function DUF3819
PF12843	NULL	NULL	QSregVF_b	Putative quorum-sensing-regulated virulence factor
PF12844	CL0123	HTH	HTH_19	Helix-turn-helix domain
